dataset,family,rep,true_k,method,k_hat,ARI,runtime
sep_k20_d50,sep,8,20,CDK 2ec / Gaussian null,4,0.03694476055761201,25.548317909240723
sep_k20_d50,sep,8,20,CDK 2ec / AD statistic,20,0.8160344905638403,33.0987343788147
sep_k20_d50,sep,8,20,CDK 2ec / no multiplicity corr.,20,0.8160344905638403,30.023186922073364
sep_k20_d50,sep,8,20,CDK 2ec / n_min=15,21,0.824450417089124,31.123091459274292
sep_k20_d50,sep,8,20,CDK 2ec / n_min=40,12,0.39815441975674626,31.484246969223022
sep_k20_d50,sep,9,20,CDK 2ec (default),18,0.7958407496077998,28.502976894378662
sep_k20_d50,sep,9,20,CDK 2ec / Gaussian null,14,0.4602106812956681,26.697038412094116
sep_k20_d50,sep,9,20,CDK 2ec / AD statistic,18,0.7958407496077998,34.50109624862671
sep_k20_d50,sep,9,20,CDK 2ec / no multiplicity corr.,18,0.7958407496077998,30.914171934127808
sep_k20_d50,sep,9,20,CDK 2ec / n_min=15,20,0.9171167529799527,28.036560535430908
sep_k20_d50,sep,9,20,CDK 2ec / n_min=40,14,0.60683754070927,30.863486289978027
overlap_s6.0,overlap,0,5,CDK 2ec (default),5,0.984444616051696,6.572418928146362
overlap_s6.0,overlap,0,5,CDK 2ec / Gaussian null,5,0.984444616051696,8.222849607467651
overlap_s6.0,overlap,0,5,CDK 2ec / AD statistic,5,0.984444616051696,8.219578266143799
overlap_s6.0,overlap,0,5,CDK 2ec / no multiplicity corr.,5,0.984444616051696,6.664399147033691
overlap_s6.0,overlap,0,5,CDK 2ec / n_min=15,5,0.984444616051696,8.092318534851074
overlap_s6.0,overlap,0,5,CDK 2ec / n_min=40,5,0.984444616051696,6.5753233432769775
overlap_s6.0,overlap,1,5,CDK 2ec (default),5,0.9404896074356037,6.167381048202515
overlap_s6.0,overlap,1,5,CDK 2ec / Gaussian null,5,0.9404896074356037,6.52343487739563
overlap_s6.0,overlap,1,5,CDK 2ec / AD statistic,5,0.9404896074356037,8.011221885681152
overlap_s6.0,overlap,1,5,CDK 2ec / no multiplicity corr.,5,0.9404896074356037,6.166358947753906
overlap_s6.0,overlap,1,5,CDK 2ec / n_min=15,5,0.9845440356963782,7.678464889526367
overlap_s6.0,overlap,1,5,CDK 2ec / n_min=40,5,0.9404896074356037,5.942178964614868
overlap_s6.0,overlap,2,5,CDK 2ec (default),5,0.9783828090746228,6.475062131881714
overlap_s6.0,overlap,2,5,CDK 2ec / Gaussian null,5,0.9783828090746228,8.084213018417358
overlap_s6.0,overlap,2,5,CDK 2ec / AD statistic,5,0.9783828090746228,8.52987790107727
overlap_s6.0,overlap,2,5,CDK 2ec / no multiplicity corr.,5,0.9783828090746228,6.61783242225647
overlap_s6.0,overlap,2,5,CDK 2ec / n_min=15,5,0.9783828090746228,8.25322961807251
overlap_s6.0,overlap,2,5,CDK 2ec / n_min=40,5,0.9783828090746228,6.330645799636841
overlap_s6.0,overlap,3,5,CDK 2ec (default),5,0.9722165478813642,5.958613157272339
overlap_s6.0,overlap,3,5,CDK 2ec / Gaussian null,5,0.9722165478813642,7.010338306427002
overlap_s6.0,overlap,3,5,CDK 2ec / AD statistic,5,0.9722165478813642,8.403772115707397
overlap_s6.0,overlap,3,5,CDK 2ec / no multiplicity corr.,5,0.9722165478813642,6.147765159606934
overlap_s6.0,overlap,3,5,CDK 2ec / n_min=15,5,0.9722165478813642,7.878687858581543
overlap_s6.0,overlap,3,5,CDK 2ec / n_min=40,5,0.9722165478813642,6.234993934631348
overlap_s6.0,overlap,4,5,CDK 2ec (default),5,0.9813429124706873,5.4805192947387695
overlap_s6.0,overlap,4,5,CDK 2ec / Gaussian null,5,0.9813429124706873,6.087469816207886
overlap_s6.0,overlap,4,5,CDK 2ec / AD statistic,5,0.9813429124706873,7.346648931503296
overlap_s6.0,overlap,4,5,CDK 2ec / no multiplicity corr.,5,0.9813429124706873,5.82014274597168
overlap_s6.0,overlap,4,5,CDK 2ec / n_min=15,5,0.9813429124706873,7.5224645137786865
overlap_s6.0,overlap,4,5,CDK 2ec / n_min=40,5,0.9054788428749452,5.789954662322998
overlap_s6.0,overlap,5,5,CDK 2ec (default),5,0.9783404878750162,6.537949562072754
overlap_s6.0,overlap,5,5,CDK 2ec / Gaussian null,5,0.9783404878750162,7.644179344177246
overlap_s6.0,overlap,5,5,CDK 2ec / AD statistic,5,0.9783404878750162,7.960651397705078
overlap_s6.0,overlap,5,5,CDK 2ec / no multiplicity corr.,5,0.9783404878750162,5.998788595199585
overlap_s6.0,overlap,5,5,CDK 2ec / n_min=15,5,0.9783404878750162,6.15045952796936
overlap_s6.0,overlap,5,5,CDK 2ec / n_min=40,5,0.9783404878750162,6.5656983852386475
overlap_s6.0,overlap,6,5,CDK 2ec (default),5,0.9906466993024384,5.483299732208252
overlap_s6.0,overlap,6,5,CDK 2ec / Gaussian null,5,0.9906466993024384,6.346362352371216
overlap_s6.0,overlap,6,5,CDK 2ec / AD statistic,5,0.9906466993024384,7.454374313354492
overlap_s6.0,overlap,6,5,CDK 2ec / no multiplicity corr.,5,0.9906466993024384,5.494819402694702
overlap_s6.0,overlap,6,5,CDK 2ec / n_min=15,5,0.9906466993024384,6.419652462005615
overlap_s6.0,overlap,6,5,CDK 2ec / n_min=40,5,0.9906466993024384,5.545804500579834
overlap_s6.0,overlap,7,5,CDK 2ec (default),5,0.969156764567439,5.313060998916626
overlap_s6.0,overlap,7,5,CDK 2ec / Gaussian null,5,0.969156764567439,7.248151063919067
overlap_s6.0,overlap,7,5,CDK 2ec / AD statistic,5,0.969156764567439,6.901808500289917
overlap_s6.0,overlap,7,5,CDK 2ec / no multiplicity corr.,5,0.969156764567439,5.342607736587524
overlap_s6.0,overlap,7,5,CDK 2ec / n_min=15,4,0.7729153709280687,7.263035774230957
overlap_s6.0,overlap,7,5,CDK 2ec / n_min=40,5,0.969156764567439,5.698388338088989
overlap_s6.0,overlap,8,5,CDK 2ec (default),5,0.984385177791463,5.859047889709473
overlap_s6.0,overlap,8,5,CDK 2ec / Gaussian null,5,0.984385177791463,7.160757541656494
overlap_s6.0,overlap,8,5,CDK 2ec / AD statistic,5,0.984385177791463,7.346908807754517
overlap_s6.0,overlap,8,5,CDK 2ec / no multiplicity corr.,5,0.984385177791463,6.079314947128296
overlap_s6.0,overlap,8,5,CDK 2ec / n_min=15,5,0.984385177791463,7.367157936096191
overlap_s6.0,overlap,8,5,CDK 2ec / n_min=40,5,0.9187787537926564,5.565351486206055
overlap_s6.0,overlap,9,5,CDK 2ec (default),5,0.9875953157730175,5.725239992141724
overlap_s6.0,overlap,9,5,CDK 2ec / Gaussian null,5,0.9875953157730175,6.3078742027282715
overlap_s6.0,overlap,9,5,CDK 2ec / AD statistic,5,0.9875953157730175,7.215270757675171
overlap_s6.0,overlap,9,5,CDK 2ec / no multiplicity corr.,5,0.9875953157730175,5.607606410980225
overlap_s6.0,overlap,9,5,CDK 2ec / n_min=15,5,0.9875953157730175,6.552380800247192
overlap_s6.0,overlap,9,5,CDK 2ec / n_min=40,5,0.9875953157730175,5.224642753601074
overlap_s4.0,overlap,0,5,CDK 2ec (default),5,0.8043797937712228,6.047222852706909
overlap_s4.0,overlap,0,5,CDK 2ec / Gaussian null,5,0.8043797937712228,8.029388666152954
overlap_s4.0,overlap,0,5,CDK 2ec / AD statistic,3,0.43236327199064506,7.58372688293457
overlap_s4.0,overlap,0,5,CDK 2ec / no multiplicity corr.,5,0.8043797937712228,6.433992862701416
overlap_s4.0,overlap,0,5,CDK 2ec / n_min=15,1,0.0,7.453848123550415
overlap_s4.0,overlap,0,5,CDK 2ec / n_min=40,5,0.8043797937712228,6.530539035797119
overlap_s4.0,overlap,1,5,CDK 2ec (default),5,0.885279472123872,6.21024751663208
overlap_s4.0,overlap,1,5,CDK 2ec / Gaussian null,5,0.885279472123872,8.07641887664795
overlap_s4.0,overlap,1,5,CDK 2ec / AD statistic,4,0.6725936280154994,7.623207092285156
overlap_s4.0,overlap,1,5,CDK 2ec / no multiplicity corr.,5,0.885279472123872,6.218204975128174
overlap_s4.0,overlap,1,5,CDK 2ec / n_min=15,3,0.4328760147051776,7.506906270980835
overlap_s4.0,overlap,1,5,CDK 2ec / n_min=40,5,0.8312092152098957,6.396241664886475
overlap_s4.0,overlap,2,5,CDK 2ec (default),5,0.8875472222959921,5.412511110305786
overlap_s4.0,overlap,2,5,CDK 2ec / Gaussian null,5,0.8875472222959921,6.760539770126343
overlap_s4.0,overlap,2,5,CDK 2ec / AD statistic,3,0.4349842337718274,6.909186601638794
overlap_s4.0,overlap,2,5,CDK 2ec / no multiplicity corr.,5,0.8875472222959921,5.690296411514282
overlap_s4.0,overlap,2,5,CDK 2ec / n_min=15,3,0.5633337697754967,6.894390821456909
overlap_s4.0,overlap,2,5,CDK 2ec / n_min=40,5,0.8875472222959921,6.267145872116089
overlap_s4.0,overlap,3,5,CDK 2ec (default),4,0.684592113149095,6.578801155090332
overlap_s4.0,overlap,3,5,CDK 2ec / Gaussian null,5,0.8333070830599499,8.721201658248901
overlap_s4.0,overlap,3,5,CDK 2ec / AD statistic,2,0.18692524985330294,7.326998710632324
overlap_s4.0,overlap,3,5,CDK 2ec / no multiplicity corr.,5,0.8333070830599499,6.645935773849487
overlap_s4.0,overlap,3,5,CDK 2ec / n_min=15,4,0.6810176756056306,7.7862913608551025
overlap_s4.0,overlap,3,5,CDK 2ec / n_min=40,4,0.6107778919458052,7.252753734588623
overlap_s4.0,overlap,4,5,CDK 2ec (default),3,0.4646246670421142,6.848277807235718
overlap_s4.0,overlap,4,5,CDK 2ec / Gaussian null,3,0.4646246670421142,7.415728330612183
overlap_s4.0,overlap,4,5,CDK 2ec / AD statistic,3,0.4646246670421142,7.85441780090332
overlap_s4.0,overlap,4,5,CDK 2ec / no multiplicity corr.,3,0.4646246670421142,6.779266357421875
overlap_s4.0,overlap,4,5,CDK 2ec / n_min=15,3,0.45139239062962283,8.529804944992065
overlap_s4.0,overlap,4,5,CDK 2ec / n_min=40,4,0.7195180051423893,7.092619180679321
overlap_s4.0,overlap,5,5,CDK 2ec (default),5,0.8608292628054057,6.567409515380859
overlap_s4.0,overlap,5,5,CDK 2ec / Gaussian null,4,0.6890359616871223,7.682701349258423
overlap_s4.0,overlap,5,5,CDK 2ec / AD statistic,2,0.3582130247030477,8.058340787887573
overlap_s4.0,overlap,5,5,CDK 2ec / no multiplicity corr.,5,0.8608292628054057,6.190066337585449
overlap_s4.0,overlap,5,5,CDK 2ec / n_min=15,2,0.1990651742003874,9.553959369659424
overlap_s4.0,overlap,5,5,CDK 2ec / n_min=40,5,0.8608292628054057,6.359465837478638
overlap_s4.0,overlap,6,5,CDK 2ec (default),4,0.4033580828186124,7.163653373718262
overlap_s4.0,overlap,6,5,CDK 2ec / Gaussian null,4,0.4033580828186124,9.034907817840576
overlap_s4.0,overlap,6,5,CDK 2ec / AD statistic,1,0.0,8.13864541053772
overlap_s4.0,overlap,6,5,CDK 2ec / no multiplicity corr.,4,0.4033580828186124,6.7964928150177
overlap_s4.0,overlap,6,5,CDK 2ec / n_min=15,2,0.002217556822272076,8.651388168334961
overlap_s4.0,overlap,6,5,CDK 2ec / n_min=40,5,0.7406251708751046,6.273372650146484
overlap_s4.0,overlap,7,5,CDK 2ec (default),5,0.8262353727701115,6.190244436264038
overlap_s4.0,overlap,7,5,CDK 2ec / Gaussian null,5,0.8262353727701115,6.591806650161743
overlap_s4.0,overlap,7,5,CDK 2ec / AD statistic,2,0.17844859226180093,7.529919147491455
overlap_s4.0,overlap,7,5,CDK 2ec / no multiplicity corr.,5,0.8262353727701115,6.391958713531494
overlap_s4.0,overlap,7,5,CDK 2ec / n_min=15,2,0.20670628881211328,8.991489887237549
overlap_s4.0,overlap,7,5,CDK 2ec / n_min=40,5,0.8262353727701115,5.857150077819824
overlap_s4.0,overlap,8,5,CDK 2ec (default),4,0.6626392559370443,5.833598613739014
overlap_s4.0,overlap,8,5,CDK 2ec / Gaussian null,4,0.6546676100136678,7.766968011856079
overlap_s4.0,overlap,8,5,CDK 2ec / AD statistic,2,0.31578232751572294,7.9099602699279785
overlap_s4.0,overlap,8,5,CDK 2ec / no multiplicity corr.,4,0.6626392559370443,5.786355495452881
overlap_s4.0,overlap,8,5,CDK 2ec / n_min=15,2,0.1751792006676558,7.7252678871154785
overlap_s4.0,overlap,8,5,CDK 2ec / n_min=40,3,0.39797915723456073,5.758112907409668
overlap_s4.0,overlap,9,5,CDK 2ec (default),5,0.9074034406511199,6.178957939147949
overlap_s4.0,overlap,9,5,CDK 2ec / Gaussian null,5,0.9074034406511199,7.1376190185546875
overlap_s4.0,overlap,9,5,CDK 2ec / AD statistic,3,0.4626370441798118,6.810884475708008
overlap_s4.0,overlap,9,5,CDK 2ec / no multiplicity corr.,5,0.9074034406511199,6.022749423980713
overlap_s4.0,overlap,9,5,CDK 2ec / n_min=15,2,0.17346060497727478,7.444026470184326
overlap_s4.0,overlap,9,5,CDK 2ec / n_min=40,5,0.9074034406511199,5.966401100158691
overlap_s3.0,overlap,0,5,CDK 2ec (default),1,0.0,6.436015844345093
overlap_s3.0,overlap,0,5,CDK 2ec / Gaussian null,3,0.46498173984426006,7.95802640914917
overlap_s3.0,overlap,0,5,CDK 2ec / AD statistic,1,0.0,7.964001655578613
overlap_s3.0,overlap,0,5,CDK 2ec / no multiplicity corr.,1,0.0,6.432862758636475
overlap_s3.0,overlap,0,5,CDK 2ec / n_min=15,1,0.0,7.372097730636597
overlap_s3.0,overlap,0,5,CDK 2ec / n_min=40,2,0.13533626086428008,5.908227443695068
overlap_s3.0,overlap,1,5,CDK 2ec (default),2,0.13921993827963197,7.121901035308838
overlap_s3.0,overlap,1,5,CDK 2ec / Gaussian null,1,0.0,8.276301622390747
overlap_s3.0,overlap,1,5,CDK 2ec / AD statistic,1,0.0,7.319650650024414
overlap_s3.0,overlap,1,5,CDK 2ec / no multiplicity corr.,4,0.46553038103864625,7.258853912353516
overlap_s3.0,overlap,1,5,CDK 2ec / n_min=15,1,0.0,8.594693899154663
overlap_s3.0,overlap,1,5,CDK 2ec / n_min=40,3,0.2511831835211732,6.309816360473633
overlap_s3.0,overlap,2,5,CDK 2ec (default),1,0.0,6.824344158172607
overlap_s3.0,overlap,2,5,CDK 2ec / Gaussian null,1,0.0,8.717844724655151
overlap_s3.0,overlap,2,5,CDK 2ec / AD statistic,1,0.0,8.150689601898193
overlap_s3.0,overlap,2,5,CDK 2ec / no multiplicity corr.,2,0.13773229059156103,6.505218505859375
overlap_s3.0,overlap,2,5,CDK 2ec / n_min=15,1,0.0,7.876142501831055
overlap_s3.0,overlap,2,5,CDK 2ec / n_min=40,3,0.1839772715775048,6.62202525138855
overlap_s3.0,overlap,3,5,CDK 2ec (default),1,0.0,6.493048906326294
overlap_s3.0,overlap,3,5,CDK 2ec / Gaussian null,2,0.11404363253893342,8.166126728057861
overlap_s3.0,overlap,3,5,CDK 2ec / AD statistic,1,0.0,7.395785093307495
overlap_s3.0,overlap,3,5,CDK 2ec / no multiplicity corr.,1,0.0,6.293359041213989
overlap_s3.0,overlap,3,5,CDK 2ec / n_min=15,1,0.0,8.76778507232666
overlap_s3.0,overlap,3,5,CDK 2ec / n_min=40,2,0.29748213507365207,6.3673365116119385
overlap_s3.0,overlap,4,5,CDK 2ec (default),3,0.35255203048236233,6.132520437240601
overlap_s3.0,overlap,4,5,CDK 2ec / Gaussian null,3,0.35255203048236233,7.8365678787231445
overlap_s3.0,overlap,4,5,CDK 2ec / AD statistic,1,0.0,7.433068513870239
overlap_s3.0,overlap,4,5,CDK 2ec / no multiplicity corr.,4,0.5496465979108013,6.568866014480591
overlap_s3.0,overlap,4,5,CDK 2ec / n_min=15,1,0.0,7.840948104858398
overlap_s3.0,overlap,4,5,CDK 2ec / n_min=40,2,0.13880908376651907,6.248545169830322
overlap_s3.0,overlap,5,5,CDK 2ec (default),1,0.0,6.847386121749878
overlap_s3.0,overlap,5,5,CDK 2ec / Gaussian null,2,0.17058909049805024,9.071120023727417
overlap_s3.0,overlap,5,5,CDK 2ec / AD statistic,1,0.0,7.569753885269165
overlap_s3.0,overlap,5,5,CDK 2ec / no multiplicity corr.,2,0.17058909049805024,6.8685126304626465
overlap_s3.0,overlap,5,5,CDK 2ec / n_min=15,1,0.0,7.801751375198364
overlap_s3.0,overlap,5,5,CDK 2ec / n_min=40,1,0.0,6.123239755630493
overlap_s3.0,overlap,6,5,CDK 2ec (default),1,0.0,7.193241119384766
overlap_s3.0,overlap,6,5,CDK 2ec / Gaussian null,1,0.0,9.393445491790771
overlap_s3.0,overlap,6,5,CDK 2ec / AD statistic,1,0.0,7.120534181594849
overlap_s3.0,overlap,6,5,CDK 2ec / no multiplicity corr.,1,0.0,7.304503440856934
overlap_s3.0,overlap,6,5,CDK 2ec / n_min=15,1,0.0,8.589173555374146
overlap_s3.0,overlap,6,5,CDK 2ec / n_min=40,1,0.0,6.125716924667358
overlap_s3.0,overlap,7,5,CDK 2ec (default),1,0.0,5.670849323272705
overlap_s3.0,overlap,7,5,CDK 2ec / Gaussian null,1,0.0,7.819152355194092
overlap_s3.0,overlap,7,5,CDK 2ec / AD statistic,1,0.0,6.613980531692505
overlap_s3.0,overlap,7,5,CDK 2ec / no multiplicity corr.,3,0.497199485627058,5.692251205444336
overlap_s3.0,overlap,7,5,CDK 2ec / n_min=15,1,0.0,9.033756971359253
overlap_s3.0,overlap,7,5,CDK 2ec / n_min=40,2,0.29718884044271016,5.336240291595459
overlap_s3.0,overlap,8,5,CDK 2ec (default),1,0.0,6.215749263763428
overlap_s3.0,overlap,8,5,CDK 2ec / Gaussian null,2,0.14703167803713132,8.890023708343506
overlap_s3.0,overlap,8,5,CDK 2ec / AD statistic,1,0.0,7.2277421951293945
overlap_s3.0,overlap,8,5,CDK 2ec / no multiplicity corr.,2,0.14703167803713132,6.2315545082092285
overlap_s3.0,overlap,8,5,CDK 2ec / n_min=15,1,0.0,8.482895851135254
overlap_s3.0,overlap,8,5,CDK 2ec / n_min=40,1,0.0,5.539583921432495
overlap_s3.0,overlap,9,5,CDK 2ec (default),1,0.0,6.149378061294556
overlap_s3.0,overlap,9,5,CDK 2ec / Gaussian null,2,0.14229811910245127,7.73675012588501
overlap_s3.0,overlap,9,5,CDK 2ec / AD statistic,1,0.0,6.51397442817688
overlap_s3.0,overlap,9,5,CDK 2ec / no multiplicity corr.,2,0.26940103748621025,5.924078464508057
overlap_s3.0,overlap,9,5,CDK 2ec / n_min=15,1,0.0,7.876628875732422
overlap_s3.0,overlap,9,5,CDK 2ec / n_min=40,2,0.16936354736244946,6.569988489151001
overlap_s2.0,overlap,0,5,CDK 2ec (default),1,0.0,6.348829984664917
overlap_s2.0,overlap,0,5,CDK 2ec / Gaussian null,1,0.0,8.628170013427734
overlap_s2.0,overlap,0,5,CDK 2ec / AD statistic,1,0.0,6.006838321685791
overlap_s2.0,overlap,0,5,CDK 2ec / no multiplicity corr.,1,0.0,6.636172533035278
overlap_s2.0,overlap,0,5,CDK 2ec / n_min=15,1,0.0,8.494150638580322
overlap_s2.0,overlap,0,5,CDK 2ec / n_min=40,1,0.0,4.843796491622925
overlap_s2.0,overlap,1,5,CDK 2ec (default),1,0.0,6.468339204788208
overlap_s2.0,overlap,1,5,CDK 2ec / Gaussian null,1,0.0,9.152620792388916
overlap_s2.0,overlap,1,5,CDK 2ec / AD statistic,1,0.0,7.142827749252319
overlap_s2.0,overlap,1,5,CDK 2ec / no multiplicity corr.,1,0.0,6.124540090560913
overlap_s2.0,overlap,1,5,CDK 2ec / n_min=15,1,0.0,8.382836818695068
overlap_s2.0,overlap,1,5,CDK 2ec / n_min=40,1,0.0,5.235159873962402
overlap_s2.0,overlap,2,5,CDK 2ec (default),1,0.0,5.7937400341033936
overlap_s2.0,overlap,2,5,CDK 2ec / Gaussian null,1,0.0,8.607588768005371
overlap_s2.0,overlap,2,5,CDK 2ec / AD statistic,1,0.0,6.766587972640991
overlap_s2.0,overlap,2,5,CDK 2ec / no multiplicity corr.,1,0.0,5.862092018127441
overlap_s2.0,overlap,2,5,CDK 2ec / n_min=15,1,0.0,8.179535865783691
overlap_s2.0,overlap,2,5,CDK 2ec / n_min=40,1,0.0,5.291861057281494
overlap_s2.0,overlap,3,5,CDK 2ec (default),1,0.0,8.475885391235352
overlap_s2.0,overlap,3,5,CDK 2ec / Gaussian null,2,0.27853690038002793,8.65132761001587
overlap_s2.0,overlap,3,5,CDK 2ec / AD statistic,1,0.0,7.953701734542847
overlap_s2.0,overlap,3,5,CDK 2ec / no multiplicity corr.,6,0.39419112018876284,8.311914205551147
overlap_s2.0,overlap,3,5,CDK 2ec / n_min=15,1,0.0,8.652706861495972
overlap_s2.0,overlap,3,5,CDK 2ec / n_min=40,2,0.27853690038002793,6.219266891479492
overlap_s2.0,overlap,4,5,CDK 2ec (default),1,0.0,7.765841722488403
overlap_s2.0,overlap,4,5,CDK 2ec / Gaussian null,1,0.0,10.23920488357544
overlap_s2.0,overlap,4,5,CDK 2ec / AD statistic,1,0.0,8.053155422210693
overlap_s2.0,overlap,4,5,CDK 2ec / no multiplicity corr.,1,0.0,7.579718589782715
overlap_s2.0,overlap,4,5,CDK 2ec / n_min=15,1,0.0,10.36467957496643
overlap_s2.0,overlap,4,5,CDK 2ec / n_min=40,2,0.16590943815623033,5.754324674606323
overlap_s2.0,overlap,5,5,CDK 2ec (default),1,0.0,8.751970529556274
overlap_s2.0,overlap,5,5,CDK 2ec / Gaussian null,1,0.0,9.081315040588379
overlap_s2.0,overlap,5,5,CDK 2ec / AD statistic,1,0.0,8.210278034210205
overlap_s2.0,overlap,5,5,CDK 2ec / no multiplicity corr.,2,0.24756321468674009,8.197336673736572
overlap_s2.0,overlap,5,5,CDK 2ec / n_min=15,1,0.0,8.199493169784546
overlap_s2.0,overlap,5,5,CDK 2ec / n_min=40,1,0.0,4.893596887588501
overlap_s2.0,overlap,6,5,CDK 2ec (default),1,0.0,6.482423543930054
overlap_s2.0,overlap,6,5,CDK 2ec / Gaussian null,1,0.0,8.777796506881714
overlap_s2.0,overlap,6,5,CDK 2ec / AD statistic,1,0.0,8.459964036941528
overlap_s2.0,overlap,6,5,CDK 2ec / no multiplicity corr.,1,0.0,6.399069786071777
overlap_s2.0,overlap,6,5,CDK 2ec / n_min=15,1,0.0,7.753275156021118
overlap_s2.0,overlap,6,5,CDK 2ec / n_min=40,1,0.0,5.287715196609497
overlap_s2.0,overlap,7,5,CDK 2ec (default),1,0.0,6.150573492050171
overlap_s2.0,overlap,7,5,CDK 2ec / Gaussian null,1,0.0,8.967980861663818
overlap_s2.0,overlap,7,5,CDK 2ec / AD statistic,1,0.0,5.888723373413086
overlap_s2.0,overlap,7,5,CDK 2ec / no multiplicity corr.,1,0.0,5.83377742767334
overlap_s2.0,overlap,7,5,CDK 2ec / n_min=15,1,0.0,7.668769598007202
overlap_s2.0,overlap,7,5,CDK 2ec / n_min=40,1,0.0,4.30889630317688
overlap_s2.0,overlap,8,5,CDK 2ec (default),1,0.0,6.376957178115845
overlap_s2.0,overlap,8,5,CDK 2ec / Gaussian null,1,0.0,8.246218919754028
overlap_s2.0,overlap,8,5,CDK 2ec / AD statistic,1,0.0,6.328912258148193
overlap_s2.0,overlap,8,5,CDK 2ec / no multiplicity corr.,1,0.0,6.422711372375488
overlap_s2.0,overlap,8,5,CDK 2ec / n_min=15,1,0.0,9.513034582138062
overlap_s2.0,overlap,8,5,CDK 2ec / n_min=40,1,0.0,5.107673168182373
overlap_s2.0,overlap,9,5,CDK 2ec (default),1,0.0,6.841097831726074
overlap_s2.0,overlap,9,5,CDK 2ec / Gaussian null,2,0.002424436524409913,9.145661354064941
overlap_s2.0,overlap,9,5,CDK 2ec / AD statistic,1,0.0,7.4204020500183105
overlap_s2.0,overlap,9,5,CDK 2ec / no multiplicity corr.,3,0.1467386439660744,7.507721185684204
overlap_s2.0,overlap,9,5,CDK 2ec / n_min=15,1,0.0,11.463890552520752
overlap_s2.0,overlap,9,5,CDK 2ec / n_min=40,2,0.062479271125477596,8.334298372268677
nongauss_t3,nongauss,0,5,CDK 2ec (default),5,0.9906666593459081,5.912201881408691
nongauss_t3,nongauss,0,5,CDK 2ec / Gaussian null,6,0.9274156342009681,6.773784637451172
nongauss_t3,nongauss,0,5,CDK 2ec / AD statistic,5,0.9906666593459081,7.7089574337005615
nongauss_t3,nongauss,0,5,CDK 2ec / no multiplicity corr.,5,0.9906666593459081,5.6879003047943115
nongauss_t3,nongauss,0,5,CDK 2ec / n_min=15,5,0.9906666593459081,7.276564836502075
nongauss_t3,nongauss,0,5,CDK 2ec / n_min=40,5,0.9906666593459081,5.220733404159546
nongauss_t3,nongauss,1,5,CDK 2ec (default),6,0.9545754207957321,6.557290077209473
nongauss_t3,nongauss,1,5,CDK 2ec / Gaussian null,5,0.9844438807915686,6.8858232498168945
nongauss_t3,nongauss,1,5,CDK 2ec / AD statistic,6,0.9545754207957321,8.790182828903198
nongauss_t3,nongauss,1,5,CDK 2ec / no multiplicity corr.,6,0.9545754207957321,6.632070302963257
nongauss_t3,nongauss,1,5,CDK 2ec / n_min=15,6,0.9545754207957321,7.183154106140137
nongauss_t3,nongauss,1,5,CDK 2ec / n_min=40,5,0.9844438807915686,5.510376930236816
nongauss_t3,nongauss,2,5,CDK 2ec (default),5,0.9844145291180962,5.986919403076172
nongauss_t3,nongauss,2,5,CDK 2ec / Gaussian null,5,0.9844145291180962,6.73176908493042
nongauss_t3,nongauss,2,5,CDK 2ec / AD statistic,6,0.9251813555114771,9.190974473953247
nongauss_t3,nongauss,2,5,CDK 2ec / no multiplicity corr.,5,0.9844145291180962,5.905745506286621
nongauss_t3,nongauss,2,5,CDK 2ec / n_min=15,6,0.9657091628605756,7.83547830581665
nongauss_t3,nongauss,2,5,CDK 2ec / n_min=40,5,0.9844145291180962,6.558721542358398
nongauss_t3,nongauss,3,5,CDK 2ec (default),6,0.9332097305451303,7.17258620262146
nongauss_t3,nongauss,3,5,CDK 2ec / Gaussian null,5,0.9968691099886755,7.31850004196167
nongauss_t3,nongauss,3,5,CDK 2ec / AD statistic,5,0.9968691099886755,9.528787612915039
nongauss_t3,nongauss,3,5,CDK 2ec / no multiplicity corr.,6,0.9332097305451303,7.441026210784912
nongauss_t3,nongauss,3,5,CDK 2ec / n_min=15,5,0.9968691099886755,6.496532440185547
nongauss_t3,nongauss,3,5,CDK 2ec / n_min=40,5,0.9968691099886755,6.933320045471191
nongauss_t3,nongauss,4,5,CDK 2ec (default),5,0.9968691099886755,6.302430629730225
nongauss_t3,nongauss,4,5,CDK 2ec / Gaussian null,5,0.9968691099886755,7.087134599685669
nongauss_t3,nongauss,4,5,CDK 2ec / AD statistic,6,0.9386136615416975,10.161825895309448
nongauss_t3,nongauss,4,5,CDK 2ec / no multiplicity corr.,5,0.9968691099886755,6.554573059082031
nongauss_t3,nongauss,4,5,CDK 2ec / n_min=15,6,0.9422715876310894,6.63079047203064
nongauss_t3,nongauss,4,5,CDK 2ec / n_min=40,5,0.9968691099886755,5.350004196166992
nongauss_t3,nongauss,5,5,CDK 2ec (default),5,0.9515019001770266,5.704373121261597
nongauss_t3,nongauss,5,5,CDK 2ec / Gaussian null,5,0.9515019001770266,6.114932060241699
nongauss_t3,nongauss,5,5,CDK 2ec / AD statistic,5,0.9515019001770266,7.970505237579346
nongauss_t3,nongauss,5,5,CDK 2ec / no multiplicity corr.,5,0.9515019001770266,5.90035080909729
nongauss_t3,nongauss,5,5,CDK 2ec / n_min=15,5,0.9515019001770266,6.02823281288147
nongauss_t3,nongauss,5,5,CDK 2ec / n_min=40,5,0.9515019001770266,5.33681058883667
nongauss_t3,nongauss,6,5,CDK 2ec (default),5,0.984385177791463,6.013235569000244
